comet-27-37,comet-27-38
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
512                     1.91
1024                    2.27
2048                    2.77
4096                    3.16
8192                    4.57
16384                   6.87
32768                  10.10
65536                  15.45
131072                 25.85
262144                 46.57
524288                 87.95
1048576               171.86
2097152               338.16
4194304               669.30
comet-27-50,comet-27-43
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.07
1                       1.14
2                       1.14
4                       1.15
8                       1.13
16                      1.14
32                      1.16
64                      1.21
128                     1.29
256                     1.79
512                     1.91
1024                    2.26
2048                    2.75
4096                    3.16
8192                    4.57
16384                   6.86
32768                  10.05
65536                  15.50
131072                 25.86
262144                 46.60
524288                 88.01
1048576               171.50
2097152               338.16
4194304               670.21
comet-27-50,comet-27-44
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.04
1                       1.10
2                       1.10
4                       1.10
8                       1.11
16                      1.13
32                      1.14
64                      1.18
128                     1.27
256                     1.77
512                     1.90
1024                    2.26
2048                    2.74
4096                    3.18
8192                    4.56
16384                   6.77
32768                  10.16
65536                  15.65
131072                 26.03
262144                 46.76
524288                 88.15
1048576               173.33
2097152               338.08
4194304               669.90
comet-27-50,comet-27-45
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.04
1                       1.11
2                       1.11
4                       1.11
8                       1.11
16                      1.12
32                      1.13
64                      1.16
128                     1.25
256                     1.80
512                     1.92
1024                    2.26
2048                    2.77
4096                    3.17
8192                    4.55
16384                   6.86
32768                  10.08
65536                  15.53
131072                 25.86
262144                 46.59
524288                 87.98
1048576               171.64
2097152               338.35
4194304               669.18
comet-27-50,comet-27-46
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.04
1                       1.10
2                       1.11
4                       1.10
8                       1.10
16                      1.11
32                      1.14
64                      1.20
128                     1.29
256                     1.80
512                     1.91
1024                    2.25
2048                    2.75
4096                    3.17
8192                    4.52
16384                   6.84
32768                  10.21
65536                  15.68
131072                 26.02
262144                 46.74
524288                 88.73
1048576               172.08
2097152               338.16
4194304               669.52
comet-27-50,comet-27-47
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.03
1                       1.10
2                       1.10
4                       1.11
8                       1.11
16                      1.12
32                      1.14
64                      1.20
128                     1.30
256                     1.78
512                     1.89
1024                    2.25
2048                    2.75
4096                    3.17
8192                    4.59
16384                   6.84
32768                  10.08
65536                  15.54
131072                 25.87
262144                 46.57
524288                 88.02
1048576               171.57
2097152               338.39
4194304               668.93
comet-27-50,comet-27-48
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.04
1                       1.14
2                       1.12
4                       1.13
8                       1.14
16                      1.14
32                      1.17
64                      1.21
128                     1.30
256                     1.83
512                     1.95
1024                    2.28
2048                    2.79
4096                    3.21
8192                    4.56
16384                   6.89
32768                  10.20
65536                  15.61
131072                 25.96
262144                 46.71
524288                 88.22
1048576               171.30
2097152               338.35
4194304               669.95
comet-27-50,comet-27-49
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.10
1                       1.14
2                       1.15
4                       1.14
8                       1.12
16                      1.14
32                      1.17
64                      1.21
128                     1.29
256                     1.85
512                     1.94
1024                    2.28
2048                    2.78
4096                    3.19
8192                    4.54
16384                   6.76
32768                  10.21
65536                  15.63
131072                 25.96
262144                 46.65
524288                 88.11
1048576               171.41
2097152               338.50
4194304               669.84
comet-27-50,comet-27-51
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.05
1                       1.13
2                       1.13
4                       1.12
8                       1.11
16                      1.14
32                      1.17
64                      1.20
128                     1.30
256                     1.80
512                     1.91
1024                    2.25
2048                    2.76
4096                    3.18
8192                    4.55
16384                   6.96
32768                  10.10
65536                  15.49
131072                 25.90
262144                 46.68
524288                 88.65
1048576               171.39
2097152               338.27
4194304               669.08
comet-27-50,comet-27-52
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.13
1                       1.18
2                       1.19
4                       1.19
8                       1.20
16                      1.22
32                      1.23
64                      1.26
128                     1.37
256                     1.91
512                     2.01
1024                    2.32
2048                    2.84
4096                    3.24
8192                    4.58
16384                   6.96
32768                  10.32
65536                  15.79
131072                 26.19
262144                 46.96
524288                 88.37
1048576               171.91
2097152               338.86
4194304               669.11
comet-27-50,comet-27-53
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.03
1                       1.14
2                       1.13
4                       1.15
8                       1.17
16                      1.19
32                      1.21
64                      1.24
128                     1.34
256                     1.88
512                     1.98
1024                    2.29
2048                    2.81
4096                    3.24
8192                    4.60
16384                   7.05
32768                  10.30
65536                  15.74
131072                 26.16
262144                 46.81
524288                 88.32
1048576               171.44
2097152               337.89
4194304               669.22
comet-27-50,comet-27-54
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.05
1                       1.13
2                       1.14
4                       1.14
8                       1.13
16                      1.16
32                      1.18
64                      1.22
128                     1.29
256                     1.81
512                     1.93
1024                    2.28
2048                    2.78
4096                    3.20
8192                    4.60
16384                   6.82
32768                  10.04
65536                  15.49
131072                 25.89
262144                 46.55
524288                 87.98
1048576               171.61
2097152               338.22
4194304               669.80
comet-27-51,comet-27-37
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.04
1                       1.10
2                       1.13
4                       1.13
8                       1.13
16                      1.14
32                      1.15
64                      1.20
128                     1.28
256                     1.86
512                     1.97
1024                    2.29
2048                    2.80
4096                    3.24
8192                    4.56
16384                   6.80
32768                  10.34
65536                  15.80
131072                 26.16
262144                 46.93
524288                 88.23
1048576               171.85
2097152               338.32
4194304               670.15
comet-27-51,comet-27-38
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.06
1                       1.11
2                       1.12
4                       1.12
8                       1.12
16                      1.16
32                      1.17
64                      1.21
128                     1.29
256                     1.82
512                     1.93
1024                    2.20
2048                    2.69
4096                    3.16
8192                    4.55
16384                   6.97
32768                  10.15
65536                  15.65
131072                 26.00
262144                 46.76
524288                 88.08
1048576               171.40
2097152               337.98
4194304               669.98
comet-27-51,comet-27-39
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.03
1                       1.10
2                       1.11
4                       1.11
8                       1.13
16                      1.13
32                      1.15
64                      1.20
128                     1.28
256                     1.83
512                     1.94
1024                    2.27
2048                    2.79
4096                    3.20
8192                    4.52
16384                   6.90
32768                  10.19
65536                  15.61
131072                 26.02
262144                 46.74
524288                 88.19
1048576               171.39
2097152               338.67
4194304               669.79
comet-27-51,comet-27-40
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.07
1                       1.15
2                       1.15
4                       1.16
8                       1.17
16                      1.16
32                      1.18
64                      1.21
128                     1.30
256                     1.80
512                     1.92
1024                    2.17
2048                    2.68
4096                    3.14
8192                    4.61
16384                   6.92
32768                  10.09
65536                  15.55
131072                 25.99
262144                 46.69
524288                 88.18
1048576               171.47
2097152               338.38
4194304               669.03
comet-27-51,comet-27-41
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.06
1                       1.13
2                       1.12
4                       1.12
8                       1.12
16                      1.12
32                      1.16
64                      1.20
128                     1.28
256                     1.87
512                     1.97
1024                    2.29
2048                    2.81
4096                    3.23
8192                    4.53
16384                   6.73
32768                  10.31
65536                  15.77
131072                 26.12
262144                 46.88
524288                 88.19
1048576               171.78
2097152               338.45
4194304               670.05
comet-27-51,comet-27-42
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.08
1                       1.14
2                       1.12
4                       1.11
8                       1.11
16                      1.12
32                      1.15
64                      1.17
128                     1.25
256                     1.78
512                     1.89
1024                    2.24
2048                    2.67
4096                    3.12
8192                    4.51
16384                   6.76
32768                  10.10
65536                  15.54
131072                 25.91
262144                 47.01
524288                 88.08
1048576               171.87
2097152               338.35
4194304               669.00
comet-27-51,comet-27-43
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.04
1                       1.11
2                       1.12
4                       1.12
8                       1.11
16                      1.13
32                      1.15
64                      1.18
128                     1.26
256                     1.81
512                     1.95
1024                    2.27
2048                    2.78
4096                    3.21
8192                    4.53
16384                   7.08
32768                  10.23
65536                  15.65
131072                 25.76
262144                 46.66
524288                 88.01
1048576               171.88
2097152               338.28
4194304               670.47
comet-27-51,comet-27-44
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.07
1                       1.14
2                       1.12
4                       1.12
8                       1.13
16                      1.15
32                      1.17
64                      1.21
128                     1.29
256                     1.81
512                     1.92
1024                    2.29
2048                    2.76
4096                    3.20
8192                    4.56
16384                   6.95
32768                  10.13
65536                  15.58
131072                 25.96
262144                 46.68
524288                 88.07
1048576               171.60
2097152               338.18
4194304               670.44
comet-27-51,comet-27-45
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.04
1                       1.12
2                       1.13
4                       1.12
8                       1.13
16                      1.13
32                      1.16
64                      1.21
128                     1.29
256                     1.81
512                     1.92
1024                    2.21
2048                    2.71
4096                    3.17
8192                    4.56
16384                   6.95
32768                  10.16
65536                  15.57
131072                 25.99
262144                 46.64
524288                 88.09
1048576               172.03
2097152               338.29
4194304               669.54
comet-27-51,comet-27-46
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.03
1                       1.12
2                       1.12
4                       1.13
8                       1.13
16                      1.14
32                      1.15
64                      1.21
128                     1.29
256                     1.81
512                     1.93
1024                    2.27
2048                    2.77
4096                    3.19
8192                    4.59
16384                   6.74
32768                  10.29
65536                  15.70
131072                 26.05
262144                 46.78
524288                 88.24
1048576               171.72
2097152               338.00
4194304               669.52
comet-27-51,comet-27-47
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.11
1                       1.15
2                       1.16
4                       1.17
8                       1.17
16                      1.18
32                      1.20
64                      1.24
128                     1.32
256                     1.86
512                     1.97
1024                    2.29
2048                    2.82
4096                    3.23
8192                    4.57
16384                   7.00
32768                  10.27
65536                  15.70
131072                 26.06
262144                 46.81
524288                 88.33
1048576               171.88
2097152               338.90
4194304               670.40
comet-27-51,comet-27-48
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.06
1                       1.13
2                       1.12
4                       1.13
8                       1.13
16                      1.13
32                      1.14
64                      1.19
128                     1.28
256                     1.79
512                     1.91
1024                    2.26
2048                    2.76
4096                    3.18
8192                    4.56
16384                   6.89
32768                  10.07
65536                  15.54
131072                 25.92
262144                 46.58
524288                 88.06
1048576               171.66
2097152               338.68
4194304               669.93
comet-27-51,comet-27-49
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.04
1                       1.12
2                       1.13
4                       1.15
8                       1.13
16                      1.15
32                      1.19
64                      1.23
128                     1.31
256                     1.84
512                     1.95
1024                    2.29
2048                    2.78
4096                    3.21
8192                    4.55
16384                   6.85
32768                  10.29
65536                  15.71
131072                 26.09
262144                 46.78
524288                 88.15
1048576               171.90
2097152               338.53
4194304               670.31
comet-27-51,comet-27-50
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.09
1                       1.14
2                       1.14
4                       1.14
8                       1.15
16                      1.15
32                      1.18
64                      1.22
128                     1.31
256                     1.82
512                     1.93
1024                    2.26
2048                    2.74
4096                    3.13
8192                    4.56
16384                   6.85
32768                  10.17
65536                  15.65
131072                 26.02
262144                 46.81
524288                 88.24
1048576               171.49
2097152               338.44
4194304               669.60
comet-27-51,comet-27-52
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.10
1                       1.17
2                       1.17
4                       1.18
8                       1.16
16                      1.17
32                      1.19
64                      1.22
128                     1.32
256                     1.80
512                     1.91
1024                    2.22
2048                    2.75
4096                    3.20
8192                    4.59
16384                   6.90
32768                  10.19
65536                  15.63
131072                 26.06
262144                 46.72
524288                 88.16
1048576               172.01
2097152               338.59
4194304               669.86
comet-27-51,comet-27-53
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.07
1                       1.13
2                       1.14
4                       1.13
8                       1.14
16                      1.15
32                      1.17
64                      1.22
128                     1.32
256                     1.78
512                     1.90
1024                    2.28
2048                    2.76
4096                    3.18
8192                    4.57
16384                   6.91
32768                  10.23
65536                  15.70
131072                 26.11
262144                 46.83
524288                 88.20
1048576               171.46
2097152               338.90
4194304               669.79
comet-27-51,comet-27-54
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.11
1                       1.15
2                       1.14
4                       1.15
8                       1.14
16                      1.16
32                      1.17
64                      1.21
128                     1.30
256                     1.84
512                     1.96
1024                    2.28
2048                    2.78
4096                    3.18
8192                    4.57
16384                   6.92
32768                  10.07
65536                  15.50
131072                 25.87
262144                 46.64
524288                 88.09
1048576               171.64
2097152               338.71
4194304               668.85
comet-27-52,comet-27-37
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.09
1                       1.15
2                       1.17
4                       1.16
8                       1.17
16                      1.18
32                      1.20
64                      1.24
128                     1.35
256                     1.85
512                     1.96
1024                    2.30
2048                    2.79
4096                    3.21
8192                    4.58
16384                   6.81
32768                  10.29
65536                  15.73
131072                 26.10
262144                 46.78
524288                 89.04
1048576               171.53
2097152               339.45
4194304               671.00
comet-27-52,comet-27-38
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.05
1                       1.12
2                       1.12
4                       1.12
8                       1.12
16                      1.12
32                      1.16
64                      1.20
128                     1.26
256                     1.79
512                     1.91
1024                    2.27
2048                    2.76
4096                    3.20
8192                    4.56
16384                   6.78
32768                  10.10
65536                  15.57
131072                 25.94
262144                 46.63
524288                 88.02
1048576               171.94
2097152               338.10
4194304               668.57
comet-27-52,comet-27-39
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.03
1                       1.10
2                       1.11
4                       1.11
8                       1.11
16                      1.14
32                      1.17
64                      1.20
128                     1.29
256                     1.84
512                     1.95
1024                    2.27
2048                    2.77
4096                    3.19
8192                    4.55
16384                   6.87
32768                  10.19
65536                  15.67
131072                 26.02
262144                 46.76
524288                 88.12
1048576               171.89
2097152               338.77
4194304               670.22
comet-27-52,comet-27-40
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.11
1                       1.17
2                       1.16
4                       1.18
8                       1.17
16                      1.18
32                      1.20
64                      1.23
128                     1.32
256                     1.88
512                     1.99
1024                    2.31
2048                    2.80
4096                    3.23
8192                    4.53
16384                   7.06
32768                  10.28
65536                  15.67
131072                 26.13
262144                 46.85
524288                 88.14
1048576               172.08
2097152               338.63
4194304               670.93
comet-27-52,comet-27-41
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.04
1                       1.11
2                       1.11
4                       1.11
8                       1.11
16                      1.13
32                      1.14
64                      1.18
128                     1.26
256                     1.80
512                     1.92
1024                    2.28
2048                    2.77
4096                    3.18
8192                    4.57
16384                   7.84
32768                  10.57
65536                  15.56
131072                 25.91
262144                 46.68
524288                 88.07
1048576               171.20
2097152               338.36
4194304               669.36
comet-27-52,comet-27-42
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.05
1                       1.12
2                       1.12
4                       1.12
8                       1.12
16                      1.12
32                      1.13
64                      1.17
128                     1.26
256                     1.77
512                     1.88
1024                    2.25
2048                    2.75
4096                    3.15
8192                    4.52
16384                   6.77
32768                  10.08
65536                  15.48
131072                 25.79
262144                 46.53
524288                 88.11
1048576               171.55
2097152               338.49
4194304               669.35
comet-27-52,comet-27-43
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.07
1                       1.13
2                       1.13
4                       1.13
8                       1.11
16                      1.13
32                      1.15
64                      1.20
128                     1.28
256                     1.81
512                     1.93
1024                    2.27
2048                    2.76
4096                    3.19
8192                    4.54
16384                   6.87
32768                  10.16
65536                  15.59
131072                 25.97
262144                 46.69
524288                 88.14
1048576               172.10
2097152               338.44
4194304               670.68
comet-27-52,comet-27-44
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.03
1                       1.10
2                       1.10
4                       1.12
8                       1.11
16                      1.11
32                      1.14
64                      1.18
128                     1.28
256                     1.80
512                     1.91
1024                    2.27
2048                    2.74
4096                    3.18
8192                    4.54
16384                   6.76
32768                  10.06
65536                  15.52
131072                 25.91
262144                 46.59
524288                 88.08
1048576               172.25
2097152               338.18
4194304               670.11
comet-27-52,comet-27-45
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.03
1                       1.11
2                       1.12
4                       1.11
8                       1.11
16                      1.12
32                      1.14
64                      1.17
128                     1.26
256                     1.82
512                     1.93
1024                    2.28
2048                    2.77
4096                    3.18
8192                    4.55
16384                   6.76
32768                  10.29
65536                  15.50
131072                 25.86
262144                 46.61
524288                 88.04
1048576               171.59
2097152               338.46
4194304               669.43
comet-27-52,comet-27-46
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.06
1                       1.14
2                       1.12
4                       1.11
8                       1.13
16                      1.12
32                      1.13
64                      1.18
128                     1.26
256                     1.80
512                     1.91
1024                    2.27
2048                    2.75
4096                    3.17
8192                    4.56
16384                   6.86
32768                  10.06
65536                  15.52
131072                 26.00
262144                 46.56
524288                 88.01
1048576               171.77
2097152               338.19
4194304               669.98
comet-27-52,comet-27-47
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.14
1                       1.19
2                       1.21
4                       1.19
8                       1.20
16                      1.21
32                      1.24
64                      1.27
128                     1.36
256                     1.91
512                     2.02
1024                    2.33
2048                    2.84
4096                    3.25
8192                    4.59
16384                   6.91
32768                  10.30
65536                  15.77
131072                 26.13
262144                 46.88
524288                 88.41
1048576               171.41
2097152               338.83
4194304               671.53
comet-27-52,comet-27-48
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.04
1                       1.12
2                       1.12
4                       1.12
8                       1.13
16                      1.13
32                      1.15
64                      1.19
128                     1.29
256                     1.81
512                     1.92
1024                    2.26
2048                    2.76
4096                    3.16
8192                    4.55
16384                   6.85
32768                  10.06
65536                  15.53
131072                 25.91
262144                 46.61
524288                 88.13
1048576               171.75
2097152               338.20
4194304               670.73
comet-27-52,comet-27-49
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.05
1                       1.11
2                       1.10
4                       1.10
8                       1.10
16                      1.11
32                      1.12
64                      1.16
128                     1.25
256                     1.81
512                     1.88
1024                    2.26
2048                    2.75
4096                    3.16
8192                    4.54
16384                   6.98
32768                  10.01
65536                  15.49
131072                 25.85
262144                 46.58
524288                 87.97
1048576               171.12
2097152               338.45
4194304               669.90
comet-27-52,comet-27-50
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.04
1                       1.11
2                       1.11
4                       1.11
8                       1.13
16                      1.12
32                      1.15
64                      1.18
128                     1.29
256                     1.80
512                     1.89
1024                    2.25
2048                    2.74
4096                    3.16
8192                    4.55
16384                   6.76
32768                  10.19
65536                  15.58
131072                 25.96
262144                 46.71
524288                 88.14
1048576               171.46
2097152               338.03
4194304               668.90
comet-27-52,comet-27-51
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.03
1                       1.11
2                       1.11
4                       1.12
8                       1.12
16                      1.15
32                      1.15
64                      1.20
128                     1.30
256                     1.80
512                     1.92
1024                    2.18
2048                    2.67
4096                    3.14
8192                    4.56
16384                   6.87
32768                  10.11
65536                  15.59
131072                 25.99
262144                 46.69
524288                 88.17
1048576               171.59
2097152               338.53
4194304               670.73
comet-27-52,comet-27-53
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.08
1                       1.17
2                       1.17
4                       1.17
8                       1.17
16                      1.18
32                      1.24
64                      1.25
128                     1.34
256                     1.87
512                     1.99
1024                    2.30
2048                    2.81
4096                    3.23
8192                    4.58
16384                   6.89
32768                  10.37
65536                  15.78
131072                 26.20
262144                 46.88
524288                 88.27
1048576               171.48
2097152               338.38
4194304               670.02
comet-27-52,comet-27-54
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.04
1                       1.12
2                       1.11
4                       1.11
8                       1.11
16                      1.12
32                      1.13
64                      1.17
128                     1.26
256                     1.78
512                     1.90
1024                    2.26
2048                    2.76
4096                    3.17
8192                    4.58
16384                   6.79
32768                  10.10
65536                  15.50
131072                 25.87
262144                 46.64
524288                 88.06
1048576               171.75
2097152               337.98
4194304               670.79
comet-27-53,comet-27-37
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.07
1                       1.15
2                       1.14
4                       1.14
8                       1.17
16                      1.17
32                      1.18
64                      1.24
128                     1.33
256                     1.83
512                     1.94
1024                    2.27
2048                    2.78
4096                    3.20
8192                    4.58
16384                   6.82
32768                  10.23
65536                  15.76
131072                 26.22
262144                 47.27
524288                 87.97
1048576               172.30
2097152               338.10
4194304               669.16
comet-27-53,comet-27-38
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.03
1                       1.11
2                       1.11
4                       1.11
8                       1.11
16                      1.12
32                      1.13
64                      1.17
128                     1.25
256                     1.81
512                     1.91
1024                    2.25
2048                    2.74
4096                    3.16
8192                    4.53
16384                   6.74
32768                  10.01
65536                  15.47
131072                 25.83
262144                 46.52
524288                 87.84
1048576               171.79
2097152               337.95
4194304               669.77
comet-27-53,comet-27-39
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.05
1                       1.12
2                       1.11
4                       1.12
8                       1.11
16                      1.13
32                      1.14
64                      1.17
128                     1.26
256                     1.78
512                     1.91
1024                    2.26
2048                    2.74
4096                    3.17
8192                    4.52
16384                   6.95
32768                  10.04
65536                  15.48
131072                 25.91
262144                 46.59
524288                 87.95
1048576               173.44
2097152               338.73
4194304               669.22
comet-27-53,comet-27-40
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.04
1                       1.14
2                       1.14
4                       1.14
8                       1.14
16                      1.17
32                      1.18
64                      1.22
128                     1.30
256                     1.81
512                     1.93
1024                    2.28
2048                    2.77
4096                    3.19
8192                    4.55
16384                   6.88
32768                  10.22
65536                  15.63
131072                 26.02
262144                 46.75
524288                 88.32
1048576               171.59
2097152               337.92
4194304               668.73
comet-27-53,comet-27-41
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.13
1                       1.17
2                       1.18
4                       1.16
8                       1.17
16                      1.18
32                      1.20
64                      1.24
128                     1.33
256                     1.85
512                     1.96
1024                    2.29
2048                    2.79
4096                    3.20
8192                    4.58
16384                   6.75
32768                  10.21
65536                  16.66
131072                 26.01
262144                 46.70
524288                 88.09
1048576               172.28
2097152               338.31
4194304               668.72
comet-27-53,comet-27-42
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.03
1                       1.11
2                       1.11
4                       1.11
8                       1.11
16                      1.11
32                      1.13
64                      1.16
128                     1.26
256                     1.79
512                     1.90
1024                    2.26
2048                    2.74
4096                    3.17
8192                    4.50
16384                   6.92
32768                  10.09
65536                  15.53
131072                 25.92
262144                 46.62
524288                 88.11
1048576               171.74
2097152               337.83
4194304               669.99
comet-27-53,comet-27-43
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.03
1                       1.11
2                       1.11
4                       1.11
8                       1.11
16                      1.13
32                      1.15
64                      1.19
128                     1.28
256                     1.80
512                     1.94
1024                    2.27
2048                    2.76
4096                    3.18
8192                    4.56
16384                   6.95
32768                  10.08
65536                  15.46
131072                 25.84
262144                 46.52
524288                 87.96
1048576               171.51
2097152               338.67
4194304               670.24
comet-27-53,comet-27-44
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.09
1                       1.17
2                       1.16
4                       1.16
8                       1.17
16                      1.17
32                      1.19
64                      1.23
128                     1.33
256                     1.74
512                     1.86
1024                    2.20
2048                    2.72
4096                    3.17
8192                    4.58
16384                   6.84
32768                  10.15
65536                  15.57
131072                 25.93
262144                 46.68
524288                 88.08
1048576               171.14
2097152               338.34
4194304               669.37
comet-27-53,comet-27-45
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.04
1                       1.13
2                       1.13
4                       1.13
8                       1.13
16                      1.15
32                      1.16
64                      1.21
128                     1.31
256                     1.80
512                     1.92
1024                    2.27
2048                    2.76
4096                    3.19
8192                    4.55
16384                   6.99
32768                  10.11
65536                  15.57
131072                 25.95
262144                 46.69
524288                 87.94
1048576               171.31
2097152               338.33
4194304               669.24
comet-27-53,comet-27-46
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.05
1                       1.12
2                       1.11
4                       1.11
8                       1.11
16                      1.12
32                      1.14
64                      1.18
128                     1.27
256                     1.79
512                     1.91
1024                    2.27
2048                    2.74
4096                    3.17
8192                    4.56
16384                   6.88
32768                  10.05
65536                  15.49
131072                 25.82
262144                 46.57
524288                 87.93
1048576               171.13
2097152               338.34
4194304               668.03
comet-27-53,comet-27-47
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.07
1                       1.12
2                       1.12
4                       1.12
8                       1.13
16                      1.16
32                      1.18
64                      1.22
128                     1.29
256                     1.81
512                     1.92
1024                    2.27
2048                    2.77
4096                    3.19
8192                    4.61
16384                   6.93
32768                  10.12
65536                  15.52
131072                 25.92
262144                 46.70
524288                 88.14
1048576               171.15
2097152               338.19
4194304               670.59
comet-27-53,comet-27-48
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.03
1                       1.09
2                       1.10
4                       1.11
8                       1.10
16                      1.12
32                      1.14
64                      1.17
128                     1.26
256                     1.77
512                     1.90
1024                    2.25
2048                    2.76
4096                    3.17
8192                    4.55
16384                   6.84
32768                  10.05
65536                  15.44
131072                 25.83
262144                 46.61
524288                 87.88
1048576               171.98
2097152               337.54
4194304               670.47
comet-27-53,comet-27-49
# OSU MPI Latency Test v4.4.1
# Size          Latency (us)
0                       1.07
1                       1.13
2                       1.12
4                       1.11
